scores
-1.050895214
-1.062179208
-0.509655833
-0.457277477
-0.511785448
-0.73496598
-0.752828062
-1.325640202
-1.385298729
-1.072014809
-0.749179184
-0.749451458
-1.098520756
-0.940723598
-1.36468792
-0.40757367
-0.931617856
-1.088395119
-1.268054605
-1.202135086
-1.176361084
-1.355549455
-1.102407813
-0.731474221
-1.23250246
-1.485806823
-0.95789814
-0.972277582
-0.982686043
-1.188104033
-0.778409719
-1.096856594
-1.680826902
-1.081735849
-1.29651475
-1.351846099
-1.158476472
-1.328781843
-1.316111326
-1.330071688
-1.165070534
-0.66088742
-1.37818408
-0.565214038
-1.127086639
-0.383269042
-0.657582462
-0.851701796
-0.902939618
-0.438590705
-0.536313415
-1.068924665
-0.869106293
-0.935808897
-0.940921128
-1.076822639
-0.485448986
-0.508347571
-0.336145937
-0.818259358
-0.857337296
-0.789489388
-0.896047413
-0.772942364
-0.816229999
-0.867565691
-1.175831079
-1.119733334
-0.874048352
-1.144564748
-1.146435857
-0.842796862
-1.157705069
-1.643538237
-1.466639161
-1.397524118
-1.453068376
-0.950252473
-0.83513397
-0.066298082
0.187385947
-0.49384588
0.06369175
-0.678104043
-0.929013133
-1.043081284
-0.833225667
-0.914873838
-1.26804781
-1.094350576
-1.258963823
-1.207291842
-1.164661169
-1.470918894
-1.092095852
-1.392440796
-1.015460014
-1.086618185
-0.623526275
-1.104420185
-0.97576648
-0.247383654
-0.585349858
-0.748457015
-0.918197751
-0.858693659
-0.695233881
0.717305958
-0.061191235
-0.778682053
-0.42835632
0.314888597
-0.54376334
-0.590566933
-0.683021605
-0.789218128
-0.498426229
-1.014307857
-0.701940596
-0.683065772
-0.84782666
-0.350049287
-0.88966316
-0.623563826
-0.784563005
-0.848501503
-0.367745966
-0.492179006
-0.381769508
-0.48090893
-0.129914477
-0.417971134
-0.361528277
-0.660583794
-0.636525452
-0.553320408
-1.13743484
-1.139644623
-1.150388956
-1.054429054
-1.27919805
-0.826719761
-0.849539936
-0.835160911
-0.981543124
-0.967831433
-0.729379058
-0.562440395
-1.309267521
-0.655623853
-1.004705429
-0.747095823
-0.905367315
-1.021233678
-1.294918418
-1.245641232
-1.093566537
-0.910603762
-0.861125708
-0.623768985
-0.938997388
-0.953378439
-0.73538059
-1.264351606
-1.01492846
0.063004076
-1.049648404
-0.810515404
-0.823624432
-0.907692969
-0.416009694
-0.574883759
-0.523724973
-1.671067476
-1.089920521
-0.997590005
-1.189979911
-0.987299621
-0.631832421
-0.864680111
-0.879801095
-0.75174576
-0.95445019
-1.037183642
-0.844897568
-1.156142116
-1.274555206
-1.128714442
-1.121138573
-0.555150688
-0.432630718
-0.535463929
0.118199199
0.118716344
-0.432255805
0.111854881
-0.520338416
-0.706229031
-1.228500605
-0.44372493
-0.624790847
-0.926116586
-0.39466089
-0.8710922
-0.726803303
-1.094146252
-0.252597302
-0.091125652
0.114673197
-1.117332697
-1.116341352
-1.138159633
-0.02900866
-0.593703568
-0.140794605
-1.282598257
-1.118291259
-0.683177352
-0.835777462
-1.320269108
-1.177827358
-1.115816355
-1.243374109
-0.826248884
-1.303310156
-0.781810999
-0.482386053
-1.149935603
-1.255232692
-0.671983957
-1.666971207
-1.478686452
-1.307161331
-0.952422142
-0.952692568
-0.658880889
-0.638936937
-0.786032796
-0.671901584
-1.147878885
-1.126695991
-0.855289932
